"CA Owner","Certificate Name","Apple Status","Apple Trust Bits","Google Chrome Status","Microsoft Status","Microsoft EKUs","Mozilla Status","Mozilla Trust Bits","SHA-256 Fingerprint"
"SECOM Trust Systems Co., Ltd.","SECOM Document Signing RSA Root CA 2023","Not Included","","Not Included","Included","Document Signing;Time Stamping","Not Yet Included","","46219BBF9148F00E8B7A4C619B57CF7602701FF81348400718870FABD31FC5BE"
"SECOM Trust Systems CO., LTD.","SECOM RSA Root CA 2023","Not Included","","Not Included","Included","Document Signing","Not Yet Included","","2C154235528D701790B675AFF6E1970827B10ED665E913835BF46E3460FD5C84"
"SECOM Trust Systems Co., Ltd.","SECOM SMIME RSA Root CA 2024","Not Included","","Not Included","Included","Secure Email","Not Yet Included","","3629E7188E00A7CB3232C4426BC84912F1218B1A9AE676C0B0ABE1DBFE2182B5"
"SECOM Trust Systems Co., Ltd.","SECOM TLS ECC Root CA 2024","Not Included","","Not Included","Included","Server Authentication;Client Authentication","Not Yet Included","","6AB2AB75F51CB4F4F0156203FBF6F646232F514BE059F62833308B82B4D72DB1"
"SECOM Trust Systems Co., Ltd.","SECOM TLS RSA Root CA 2024","Not Included","","Not Included","Included","Server Authentication;Client Authentication","Not Yet Included","","1435F225C5D252D7A21948CC3CE62AECFA88001E3DD72D1CC3555100EB372F93"
"SECOM Trust Systems CO., LTD.","Security Communication ECC RootCA1","Not Included","","Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","Included","Websites","E74FBDA55BD564C473A36B441AA799C8A68E077440E8288B9FA1E50E4BBACA11"
"SECOM Trust Systems CO., LTD.","Security Communication RootCA2","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Included","Websites;Email","513B2CECB810D4CDE5DD85391ADFC6C2DD60D87BB736D2B521484AA47A0EBEF6"
"SECOM Trust Systems CO., LTD.","Security Communication RootCA3","Not Included","","Not Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","Removed","","24A55C2AB051442D0617766541239A4AD032D7C55175AA34FFDE2FBC4F5C5294"
"Sectigo","AAA Certificate Services","Included","serverAuth;clientAuth;emailProtection","Removed","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Email","D7A7A0FB5D7E2731D771E9484EBCDEF71D5F0C3E0A2948782BC83EE0EA699EF4"
"Sectigo","COMODO Certification Authority","Included","serverAuth;clientAuth;emailProtection","Not Included","Removed","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Websites;Email","0C2CD63DF7806FA399EDE809116B575BF87989F06518F9808C860503178BAF66"
"Sectigo","COMODO Certification Authority","Not Included","","Included","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Not Yet Included","","1A0D20445DE5BA1862D19EF880858CBCE50102B36E8F0A040C3C69E74522FE6E"
"Sectigo","COMODO ECC Certification Authority","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Websites;Email","1793927A0614549789ADCE2F8F34F7F0B66D0F3AE3A3B84D21EC15DBBA4FADC7"
"Sectigo","COMODO RSA Certification Authority","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Websites;Email","52F0E1C4E58EC629291B60317F074671B85D7EA80D5B07273463534B32B40234"
"Sectigo","Entrust Code Signing Root Certification Authority - CSBR1","Not Included","","Not Included","Included","Code Signing;Time Stamping","Not Yet Included","","B80847FDA453BF6ED876CA7BC046A2481909E15B6ED376E665E7AD09F3864E71"
"Sectigo","Entrust Digital Signing Root Certification Authority - DSR1","Not Included","","Not Included","Included","Document Signing;Time Stamping","Not Yet Included","","E874FE2531EAE4A4B6B62F37496BBAE90EB1D8FC8CEDBEBB00A182CFACDC7E61"
"Sectigo","Entrust Root Certification Authority","Included","serverAuth;clientAuth;emailProtection","Removed","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Websites","73C176434F1BC6D5ADF45B0E76E727287C8DE57616C1E6E6141A2B2CBC7D8E4C"
"Sectigo","Entrust Root Certification Authority - EC1","Included","serverAuth;clientAuth;emailProtection","Removed","Included","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Included","Websites;Email","02ED0EB28C14DA45165C566791700D6451D7FB56F0B2AB1D3B8EB070E56EDFF5"
"Sectigo","Entrust Root Certification Authority - G2","Included","serverAuth;clientAuth;emailProtection","Removed","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Websites;Email","43DF5774B03E7FEF5FE40D931A7BEDF1BB2E6B42738C4E6D3841103D3AA7F339"
"Sectigo","Entrust Root Certification Authority - G4","Included","serverAuth;clientAuth;emailProtection","Removed","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;OCSP Signing;Secure Email;Time Stamping","Included","Email","DB3517D1F6732A2D5AB97C533EC70779EE3270A62FB4AC4238372460E6F01E88"
"Sectigo","Entrust SMIME Root CA - 2022","Not Included","","Not Included","Included","Client Authentication;Secure Email","Not Yet Included","","B7A41ED8096D62716BADC7F530942197A9E7E3175CE05D11D01E7AD6C12DCBA7"
"Sectigo","Entrust Verified Mark Root Certification Authority - VMCR1","Included","BrandIndicatorforMessageIdentification","Not Included","Not Included","","Not Yet Included","","7831D95A47D42508CD5C9E6264F9096BAC19F04EB9B7C8BDD35FFFC71C189617"
"Sectigo","Entrust.net Certification Authority (2048)","Included","serverAuth;clientAuth;emailProtection","Removed","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Email","6DC47172E01CBCB0BF62580D895FE2B8AC9AD4F873801E0C10B9C837D21EB177"
"Sectigo","Sectigo Public Code Signing Root E46","Not Included","","Not Included","Included","Code Signing","Not Yet Included","","8F6371D8CC5AA7CA149667A98B5496398951E4319F7AFBCC6A660D673E438D0B"
"Sectigo","Sectigo Public Code Signing Root R46","Not Included","","Not Included","Included","Code Signing","Not Yet Included","","7E76260AE69A55D3F060B0FD18B2A8C01443C87B60791030C9FA0B0585101A38"
"Sectigo","Sectigo Public Document Signing Root E46","Not Included","","Not Included","Included","Document Signing","Not Yet Included","","01A1A03E1F3DD7ED3CCADAE4D668B4446065DDF3B2DCF05D1DAFFDB2591B3838"
"Sectigo","Sectigo Public Document Signing Root R46","Not Included","","Not Included","Included","Document Signing","Not Yet Included","","43A61038597C31F4E7D75DEEB831E38462D968308C68B5A078F719139735DA89"
"Sectigo","Sectigo Public Email Protection Root E46","Included","clientAuth;emailProtection","Not Included","Included","Client Authentication;Secure Email","Included","Email","22D9599234D60F1D4BC7C7E96F43FA555B07301FD475175089DAFB8C25E477B3"
"Sectigo","Sectigo Public Email Protection Root R46","Included","clientAuth;emailProtection","Not Included","Included","Client Authentication;Secure Email","Included","Email","D5917A7791EB7CF20A2E57EB98284A67B28A57E89182DA53D546678C9FDE2B4F"
"Sectigo","Sectigo Public Server Authentication Root E46","Included","serverAuth;clientAuth","Included","Included","Server Authentication;Client Authentication","Included","Websites","C90F26F0FB1B4018B22227519B5CA2B53E2CA5B3BE5CF18EFE1BEF47380C5383"
"Sectigo","Sectigo Public Server Authentication Root R46","Included","serverAuth;clientAuth","Included","Included","Server Authentication;Client Authentication","Included","Websites","7BB647A62AEEAC88BF257AA522D01FFEA395E0AB45C73F93F65654EC38F25A06"
"Sectigo","Sectigo Public Time Stamping Root E46","Included","timeStamping","Not Included","Included","Time Stamping","Not Yet Included","","E44DDB7952261F15005CD60C1D0C38C18CBFD17C273A31F8ED4C8F53E2685F32"
"Sectigo","Sectigo Public Time Stamping Root R46","Included","timeStamping","Not Included","Included","Time Stamping","Not Yet Included","","4941B001B8A97E961B7817C9D9E960EC4B056BFC915A8C1AABF6EF6B3AC046A5"
"Sectigo","USERTrust ECC Certification Authority","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Websites;Email","4FF460D54B9C86DABFBCFC5712E0400D2BED3FBC4D4FBDAA86E06ADCD2A9AD7A"
"Sectigo","USERTrust RSA Certification Authority","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Websites;Email","E793C9B02FD8AA13E21C31228ACCB08119643B749C898964B1746D46C3D4CBD2"
"Shanghai Electronic Certification Authority Co., Ltd.","UCA Extended Validation Root","Not Included","","Included","Included","Server Authentication;Client Authentication;Code Signing","Included","Websites","D43AF9B35473755C9684FC06D7D8CB70EE5C28E773FB294EB41EE71722924D24"
"Shanghai Electronic Certification Authority Co., Ltd.","UCA Global G2 Root","Not Included","","Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Secure Email;Time Stamping","Included","Websites;Email","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C"
"SI-TRUST","SI-TRUST Root","Not Included","","Not Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;OCSP Signing;Secure Email;Time Stamping","Not Yet Included","","FAD540811AFAE0DC767CDF6572A088FA3CE8493DD82B3B869A67D10AAB4E8124"
"Skaitmeninio sertifikavimo centras (SSC)","SSC GDL CA VS Root","Not Included","","Not Included","Included","Client Authentication;Document Signing;Secure Email","Not Yet Included","","BC2ABBC49A6814370D17E471141C22794311C4DDDF2567BE37283A894392E5D3"
"SSL.com","SSL.com Client ECC Root CA 2022","Included","clientAuth;emailProtection","Not Included","Included","Client Authentication;Secure Email","Included","Email","AD7DD58D03AEDB22A30B5084394920CE12230C2D8017AD9B81AB04079BDD026B"
"SSL.com","SSL.com Client RSA Root CA 2022","Included","clientAuth;emailProtection","Not Included","Included","Client Authentication;Secure Email","Included","Email","1D4CA4A2AB21D0093659804FC0EB2175A617279B56A2475245C9517AFEB59153"
"SSL.com","SSL.com Code Signing ECC Root CA 2022","Not Included","","Not Included","Included","Client Authentication;Code Signing;Time Stamping","Not Yet Included","","E17DB396AFC136FF1D6DCDA4BB443DA2D817131855BE1C4B6FECEA221036722A"
"SSL.com","SSL.com Code Signing RSA Root CA 2022","Not Included","","Not Included","Included","Client Authentication;Code Signing;Time Stamping","Not Yet Included","","253E3CA36E37E867EE68867B997B9EC724DCC3161063AB0393B54F2BB7B6C315"
"SSL.com","SSL.com Document Signing ECC Root CA 2022","Not Included","","Not Included","Included","Client Authentication;Document Signing","Not Yet Included","","5ECE6AB27131FB58A887E94177D55BD9E51AAA2DED6C081B54A39BE3CB84E1F1"
"SSL.com","SSL.com Document Signing RSA Root CA 2022","Not Included","","Not Included","Included","Client Authentication;Document Signing","Not Yet Included","","E807D49A859ABBC861C72CA907D443AD0FE87EAB9D99B913F2CB5B4AADABE641"
"SSL.com","SSL.com EV Root Certification Authority ECC","Included","serverAuth;clientAuth","Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","Included","Websites","22A2C1F7BDED704CC1E701B5F408C310880FE956B5DE2A4A44F99C873A25A7C8"
"SSL.com","SSL.com EV Root Certification Authority RSA R2","Included","serverAuth;clientAuth","Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","Included","Websites","2E7BF16CC22485A7BBE2AA8696750761B0AE39BE3B2FE9D0CC6D4EF73491425C"
"SSL.com","SSL.com Root Certification Authority ECC","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","Included","Websites;Email","3417BB06CC6007DA1B961C920B8AB4CE3FAD820E4AA30B9ACBC4A74EBDCEBC65"
"SSL.com","SSL.com Root Certification Authority RSA","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","Included","Websites;Email","85666A562EE0BE5CE925C1D8890A6F76A87EC16D4D7D5F29EA7419CF20123B69"
"SSL.com","SSL.com TLS ECC Root CA 2022","Included","serverAuth;clientAuth","Included","Included","Server Authentication;Client Authentication","Included","Websites","C32FFD9F46F936D16C3673990959434B9AD60AAFBB9E7CF33654F144CC1BA143"
"SSL.com","SSL.com TLS RSA Root CA 2022","Included","serverAuth;clientAuth","Included","Included","Server Authentication;Client Authentication","Included","Websites","8FAF7D2E2CB4709BB8E0B33666BF75A5DD45B5DE480F8EA8D4BFE6BEBC17F2ED"
"Swiss BIT, Swiss Federal Office of Information Technology, Systems and Telecommunication (FOITT)","Swiss Government Root CA I","Not Included","","Not Included","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Not Yet Included","","6EC6614E9A8EFD47D6318FFDFD0BF65B493A141F77C38D0B319BE1BBBC053DD2"
"SwissSign AG","SwissSign Gold CA - G2","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Secure Email","Included","Websites;Email","62DD0BE9B9F50A163EA0F8E75C053B1ECA57EA55C8688F647C6881F2C8357B95"
"SwissSign AG","SwissSign RSA SMIME Root CA 2022 - 1","Not Included","","Not Included","Included","Secure Email","Included","Email","9A12C392BFE57891A0C545309D4D9FD567E480CB613D6342278B195C79A7931F"
"SwissSign AG","SwissSign RSA TLS Root CA 2022 - 1","Not Included","","Included","Included","Server Authentication","Included","Websites","193144F431E0FDDB740717D4DE926A571133884B4360D30E272913CBE660CE41"
"SwissSign AG","SwissSign Silver CA - G2","Included","serverAuth;clientAuth;emailProtection","Removed","Included","Server Authentication;Client Authentication;Code Signing;Secure Email","Removed","","BE6C4DA2BBB9BA59B6F3939768374246C3C005993FA98F020D1DEDBED48A81D5"
"Taiwan-CA Inc. (TWCA)","TWCA CYBER Root CA","Not Included","","Included","Included","Server Authentication","Included","Websites","3F63BB2814BE174EC8B6439CF08D6D56F0B7C405883A5648A334424D6B3EC558"
"Taiwan-CA Inc. (TWCA)","TWCA Global Root CA","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Code Signing;Secure Email","Included","Websites;Email","59769007F7685D0FCD50872F9F95D5755A5B2B457D81F3692B610A98672F0E1B"
"Taiwan-CA Inc. (TWCA)","TWCA Global Root CA G2","Not Included","","Not Included","Included","Client Authentication;Document Signing;Secure Email;Time Stamping","Included","Email","3A0072D49FFC04E996C59AEB75991D3C340F3615D6FD4DCE90AC0B3D88EAD4F4"
"Taiwan-CA Inc. (TWCA)","TWCA Root Certification Authority","Included","serverAuth;clientAuth;emailProtection","Removed","Included","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","Included","Websites;Email","BFD88FE1101C41AE3E801BF8BE56350EE9BAD1A6B9BD515EDC5C6D5B8711AC44"
"Telia Company","Telia EC Client Root CA v3","Not Included","","Not Included","Included","Client Authentication","Not Yet Included","","CCF6A7C3881928CFB1DBEBD74EABA50D3BC69633C106274D2C221ECCEE697E87"
"Telia Company","Telia EC Email Root CA v3","Not Included","","Not Included","Included","Secure Email","Not Yet Included","","3682228D7D678B571440CF1CB34E69FB4135FD6C2A1BE38E14163B711E02AE01"
"Telia Company","Telia EC Signing Root CA v3","Not Included","","Not Included","Included","Document Signing","Not Yet Included","","2C4E9B0F8D0FCDC308C077E30DD2349DAF871FB3A37214859C486189A9F80ADB"
"Telia Company","Telia EC TLS Root CA v3","Not Included","","Not Included","Included","Server Authentication","Not Yet Included","","098E08A91DBBF77478B96CCEB89B1413A5DA37B7C862606A955DEB07179F4326"
"Telia Company","Telia Root CA v2","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Document Signing;Secure Email","Included","Websites;Email","242B69742FCB1E5B2ABF98898B94572187544E5B4D9911786573621F6A74B82C"
"Telia Company","Telia RSA Client Root CA v3","Not Included","","Not Included","Included","Client Authentication","Not Yet Included","","6485F6E060934AF413EC54B9C65F87BD231929ECFA11DE522BAD8DC64F001571"
"Telia Company","Telia RSA Email Root CA v3","Not Included","","Not Included","Included","Secure Email","Not Yet Included","","5B0C502A7D963BA55217396FDA9B3DC78171000AEEFF42CECC3A20A7938163E8"
"Telia Company","Telia RSA Signing Root CA v3","Not Included","","Not Included","Included","Document Signing","Not Yet Included","","C2FB44D8DEF85126D84FC41FBE667BC811F0D633411CAC26D13FBD95EA5BE603"
"Telia Company","Telia RSA TLS Root CA v3","Not Included","","Not Included","Included","Server Authentication","Not Yet Included","","D13DB1294C45EBC6FC86C6BBF69FA29BDFE692DFF7C713C243C7A956C6A2284C"
"Telia Company","TeliaSonera Root CA v1","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Included","Websites;Email","DD6936FE21F8F077C123A1A521C12224F72255B73E03A7260693E8A24B0FA389"
"Thailand National Root Certificate Authority (Electronic Transactions Development Agency)","Thailand National Root Certification Authority - G1","Not Included","","Not Included","Included","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","Not Yet Included","","2A8DA2F8D23E0CD3B5871ECFB0F42276CA73230667F474EEDE71C5EE32CC3EC6"
"TrustAsia Technologies, Inc.","TrustAsia Global Root CA G3","Not Included","","Not Included","Not Included","","Included","Websites;Email","E0D3226AEB1163C2E48FF9BE3B50B4C6431BE7BB1EACC5C36B5D5EC509039A08"
"TrustAsia Technologies, Inc.","TrustAsia Global Root CA G4","Not Included","","Not Included","Not Included","","Included","Websites;Email","BE4B56CB5056C0136A526DF444508DAA36A0B54F42E4AC38F72AF470E479654C"
"TrustAsia Technologies, Inc.","TrustAsia SMIME ECC Root CA","Not Included","","Not Included","Not Included","","Included","Email","436472C1009A325C54F1A5BBB5468A7BAEECCBE05DE5F099CB70D3FE41E13C16"
"TrustAsia Technologies, Inc.","TrustAsia SMIME RSA Root CA","Not Included","","Not Included","Not Included","","Included","Email","C7796BEB62C101BB143D262A7C96A0C6168183223EF50D699632D86E03B8CC9B"
"TrustAsia Technologies, Inc.","TrustAsia TLS ECC Root CA","Not Included","","Included","Not Included","","Included","Websites","C0076B9EF0531FB1A656D67C4EBE97CD5DBAA41EF44598ACC2489878C92D8711"
"TrustAsia Technologies, Inc.","TrustAsia TLS RSA Root CA","Not Included","","Included","Not Included","","Included","Websites","06C08D7DAFD876971EB1124FE67F847EC0C7A158D3EA53CBE940E2EA9791F4C3"
"TrustFactory(Pty)Ltd","TrustFactory Client Root Certificate Authority","Not Included","","Not Included","Included","Client Authentication;Document Signing;Secure Email","Not Yet Included","","92C4DB06C42A130D663574D7741B7F93C806FD6714DCE890E84B568FAE86E64C"
"Trustis","Trustis FPS Root CA","Removed","","Not Included","Included","Server Authentication;Client Authentication;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;Secure Email","Removed","","C1B48299ABA5208FE9630ACE55CA68A03EDA5A519C8802A0D3A673BE8F8E557D"
"Viking Cloud, Inc.","Secure Global CA","Blocked","","Removed","Included","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Included","Websites;Email","4200F5043AC8590EBB527D209ED1503029FBCBD41CA1B506EC27F15ADE7DAC69"
"Viking Cloud, Inc.","SecureTrust CA","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Included","Websites","F1C1B50AE5A20DD8030EC9F6BC24823DD367B5255759B4E71B61FCE9F7375D73"
"Viking Cloud, Inc.","Trustwave Global Certification Authority","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Included","Websites;Email","97552015F5DDFC3C8788C006944555408894450084F100867086BC1A2BB58DC8"
"Viking Cloud, Inc.","Trustwave Global ECC P256 Certification Authority","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Included","Websites;Email","945BBC825EA554F489D1FD51A73DDF2EA624AC7019A05205225C22A78CCFA8B4"
"Viking Cloud, Inc.","Trustwave Global ECC P384 Certification Authority","Included","serverAuth;clientAuth;emailProtection","Included","Included","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","Included","Websites;Email","55903859C8C0C3EBB8759ECE4E2557225FF5758BBD38EBD48276601E1BD58097"
"Viking Cloud, Inc.","XRamp Global Certification Authority","Included","clientAuth;emailProtection","Removed","Included","Server Authentication;Client Authentication;Code Signing;OCSP Signing;Secure Email;Time Stamping","Included","Email","CECDDC905099D8DADFC5B1D209B737CBE2C18CFB2C10C0FF0BCF0D3286FC1AA2"
"Visa","Visa Information Delivery Root CA","Removed","","Not Included","Included","Server Authentication;Client Authentication;OCSP Signing;Secure Email","Not Yet Included","","C57A3ACBE8C06BA1988A83485BF326F2448775379849DE01CA43571AF357E74B"
"Visa","Visa Public ECC Root CA","Not Included","","Not Included","Included","Server Authentication;Client Authentication","Not Yet Included","","E6BE68CE06FE0DA0C140F1AEB00B67B636C5EEA9422088929362375CE086DB39"
"Visa","Visa Public RSA Root CA","Not Included","","Not Included","Included","Server Authentication;Client Authentication","Not Yet Included","","07CD9AA9064A9B94C6AEF8FB784C1BBC1BEDA08ACBE86878D781A39167626CF8"
"Zetes","ZETES TSP ROOT CA 001","Not Included","","Not Included","Included","Client Authentication;Document Signing;OCSP Signing;Secure Email;Time Stamping","Not Yet Included","","016E1DCD5F78841BBEBBAE9DDEA08C8D7EC54E698E95BB778ECDD1E10D8BF4F9"